search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Asset maintenance software in australia or newzealand,dTIMS® | Infrastructure Asset Management Software,https://www.deighton.com/,"Deighton Associates Limited is a provider of enterprise asset management 
systems and asset management expertise at the strategic  tactical  and 
operational levels for agencies around the world._Deighton Associates Limited is a provider of enterprise asset management systems and asset management expertise at the strategic  tactical  and operational levels for agencies around the world.",deighton,"['60 Beryl Ave Mount Colah NSW 2079', 'https://www.deighton.com/contact']","['info.web@deighton.com', 'https://www.deighton.com/']","['+61 7 3231 0999', 'https://www.deighton.com/2020-dtims-peer-exchange-brisbane']","['asset management systems', 'road asset management', 'other asset management systems', 'integrated asset management systems', 'asset management projects', 'modern asset management systems', 'asset management software', 'asset data', 'road asset inventory data', 'asset management tools']","[['Ben Deighton ', 'General Manager Marketing AU & NZ_LinkedIn'], 'from linkedin search google']","['Finance and insurance, IT - Software', 'from_classification_model']","['15 March 2017', 'https://opencorporates.com/companies/au/617983249']",None,None,"['Australia', 'https://opencorporates.com/companies/au/617983249']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/617983249']",0.25,0.25,0.0,0.0,0.125
Asset management software in australia or newzealand,Amazon Simple Storage Service endpoints and quotas - AWS ...,https://docs.aws.amazon.com/general/latest/gr/s3.html,The following are the service endpoints and service quotas for this service. To connect programmatically to an AWS service  you use an endpoint. In addition to the standard AWS endpoints  some AWS services offer FIPS endpoints in selected Regions. For more information  see,s3-ap-southeast-2.amazonaws,None,"['hello@coverhero.com.au', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,None,"['Hyacinthe HAMON', 'founder(s)', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']","[['BlockchainFinanceFinTechInsuranceInsurTechMillennialsMobile Apps'], 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']","['Jun 5, 2017', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,"['Private', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",0.0,0.0,0.0,0.0,0.0
Infrastructure management software in australia or newzealand,APP Corporation,https://www.app.com.au/,APP is a leading provider of services to the property and infrastructure industries. We add value to your projects via a range of specialised services. Find out more.,app,"['Level 7, 420 St Kilda Road    Melbourne VIC 3004 Australia', 'https://www.app.com.au/office/melbourne']","['enquiry@i-phonedeveloper.com', 'https://www.crunchbase.com/organization/app-development-australia-mobile-app-design-development-company']","['+61 2 4220 6300', 'https://www.app.com.au/']","['new development projects', 'new projects', 'construction project management', 'project team', 'project management', 'project delivery', 'property development projects', 'existing projects', 'infrastructure projects', 'key project stakeholders']","[['Adam Castro', 'Managing_Director'], 'https://au.linkedin.com/in/adamcastroau']","[['AndroidAppsiOSMobileSoftware'], 'https://www.crunchbase.com/organization/app-development-australia-mobile-app-design-development-company']","['2008', 'https://www.crunchbase.com/organization/app-development-australia-mobile-app-design-development-company']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/app-development-australia-mobile-app-design-development-company']",None,"['Private', 'https://www.crunchbase.com/organization/app-development-australia-mobile-app-design-development-company']",0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,Mango QHSE Software,https://www.mangolive.com/,Mango home page for QHSE  SHEQ and HSEQ compliance,mangolive,None,"['support@mangolive.com', 'https://www.mangolive.com/privacy-mango']","['+64 3 421 6468', 'https://www.mangolive.com/privacy-mango']","['mango mango', 'mango system', 'use mango', 'qhse mango', 'organisation mango', 'compliance easier mango', 'qhse compliance mango', 'mango employees', 'improvement mango', 'mango software']","[['Craig Thornton ', 'Chief Marketing Officer_Mango ...'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Hospitality Equipment_ Products & Supplies - HospitalityHub ...,https://www.hospitalityhub.com.au/,... right hospitality equipment and supplies from hundreds of trusted Australian suppliers. Used annually by 80000+ hospitality buyers - HospitalityHub.com.au.,hospitalityhub,None,None,"['+61433115979', 'https://www.hospitalityhub.com.au/trueheat-pass-through-heavy-duty-pass-through-dishwasher-lc700th-crc/p/159738']","['oven |', 'commercial pizza oven |', '| live cooking gas | gt-910eu', 'dishwasher | dishwasher', '| pasta', '|', '| pasta extruder', 'counter |', '| pasta extruders', '| liquid']","[['Oliver Primes', 'Managing_Director'], 'https://au.linkedin.com/in/oliver-primes-84226aa']","['Manufacturing, Utilities', 'from_classification_model']","[' 5 November 2015', 'https://opencorporates.com/companies/nz/5837308']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/5837308']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/5837308']",0.0,0.25,0.0,0.0,0.0625
Risk management software australia,Capterra: Find Business Software with reviews & price ...,https://www.capterra.com.au/,Capterra helps millions of people find the best business software. With software reviews  ratings  infographics  and the most comprehensive list of business software.,capterra,"['Level  18 40 Mount Street North Sydney NSW 2060 Australia', 'https://www.capterra.com.au/']","['info@capterra.com', 'https://www.capterra.com/p/127236/SkyPrep/']",None,"['software product reviews', 'software reviews', 'software user reviews', 'software users', 'seo software', 'best seo software', 'product review sites', 'user reviews', 'business reviews', 'software search tools']","[['Capterra', 'director'], 'from_website']","['Finance and insurance, IT - Software', 'from_classification_model']","['1999', 'https://www.owler.com/company/capterra']",None,None,None,None,None,0.25,0.0,0.25,0.0,0.125
Asset maintenance software in australia or newzealand,Trapeze Group: Transport Management Software Solutions ...,https://www.trapezegroup.com.au/,Trapeze provides intelligent transport management systems and software solutions for the public transport sector including rail  bus  taxi and emergency services.,trapezegroup,"['617 3129 2092    Sydney  4 Blackfriar Place Wetherill Park NSW 2164', 'https://www.trapezegroup.com.au/office-locations']","['info@trapezegroup.com.au', 'https://www.trapezegroup.com.au/']","['1300 663 662', ['Trapeze, phone', 'knowledge_panel']]","['public transport asset management', 'public transport services', 'trapeze technology solutions', 'trapeze enterprise asset management system trapeze intelligent transport systems', 'public transport assets', 'trapeze solutions', 'asset management solutions', 'several public transport services', 'public transport management', 'rail intelligent transport systems']","[['Rod Biggar', 'Managing_Director'], 'https://www.trapezegroup.com.au/leadership']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Asset maintenance software in australia or newzealand,Oracle | Integrated Cloud Applications and Platform Services,https://www.oracle.com/index.html,Oracle offers a comprehensive and fully integrated stack of cloud applications and platform services.,oracle,"['4 Julius Ave North Ryde, New South Wales, 2113 Australia ', 'https://app.avention.com/company/37dc8836-2181-3ede-b0f8-e84e98d69b99#report/company_summary']","['copyright_us@oracle.com', 'https://www.oracle.com/legal/copyright.html']","['+612-5724496', 'https://www.oracle.com/partnernetwork/']","['oracle cloud oracle', 'oracle partners oracle', 'oracle smb oracle', 'oracle cloud applications java oracle', 'oracle site map oracle cloud', 'oracle oracle engineered systems', 'oracle oracle artificial intelligence', 'oracle oracle cloud hcm oracle java archive executive vice president', 'oracle partners oracle high performance', 'oracle smb oracle enterprise manager']","[['Larry Ellison', 'Chairman'], 'https://www.oracle.com/au/corporate/']","['Computer, Office Equipment and Software Merchant Wholesalers', 'https://app.avention.com/company/37dc8836-2181-3ede-b0f8-e84e98d69b99#report/company_summary']","['20 January 2010', 'https://opencorporates.com/companies/au/141574745']","['867M', 'https://app.avention.com/company/37dc8836-2181-3ede-b0f8-e84e98d69b99#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/141574745']","['1.9k', 'https://app.avention.com/company/37dc8836-2181-3ede-b0f8-e84e98d69b99#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/37dc8836-2181-3ede-b0f8-e84e98d69b99#report/company_summary']",0.0,0.25,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Australian + New Zealand Defence Directory,https://www.austandnzdefence.com/,Military and defence suppliers in Australia + New Zealand - Exporters   Manufacturers directory of Australian and New Zealand defence supplies manufacturers defence Products,austandnzdefence,"['700 Springvale Rd Mulgrave VIC Australia', 'https://www.austandnzdefence.com/listings/category/remotely-operated-vehicles']",None,"['+61 2 8783 5171', 'https://www.austandnzdefence.com/listings/search/alpha:T/intrusion-detection']","['hanwha defence australia', 'new zealand defence force capability', 'new zealand defence directory', 'new zealand defence force', 'preferred supplier hanwha defence australia', 'australian defence industry', 'defence industry', 'defence industry capability', 'australian defence businesses', 'defence capability needs']","[['Anne Marie Donlan ', 'Manager_Australian and New Zealand ...'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Home care software in australia or newzealand,Cisco - Global Home Page,https://www.cisco.com/,"Cisco is the worldwide leader in IT and networking. We help companies of all sizes transform how people connect  communicate  and collaborate.
",cisco,"['Level  24 , 177 Pacific Highway, North Sydney, NSW 2060', 'https://www.cisco.com/c/en_au/about.html']","['agent@cisco.com', 'https://www.cisco.com/c/en/us/about/legal/terms-conditions.html']","['1800 134349', 'https://www.cisco.com/c/en_au/index.html?country-redirect=true']","['cisco cisco', 'cisco contact center webinars cisco nexus', 'cisco technology', 'cisco modeling', 'cisco solutions', 'cisco unified contact center enterprise specialist cisco', 'privacy cisco', 'cisco training', 'cisco business partners', 'cisco products']","[['Ken Boal', 'Managing_Director'], 'https://www.cisco.com/c/m/en_au/live/insight2013mel/speakers.html']","['IT - Software, Finance and insurance', 'from_classification_model']","[' 9 February 2000', 'https://opencorporates.com/companies/au/091404214']",None,None,"['Australia', 'https://opencorporates.com/companies/au/091404214']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/091404214']",0.25,0.25,0.0,0.0,0.125
Asset management software in australia or newzealand,The Secrets Of The Money Masters,https://secretsofthemoneymasters.com/,In this series  some of Australia’s biggest sporting celebrities are going to learn the steps they need to take to achieve true financial freedom. They’ll learn from the industry’s finest about managing debt  planning for the future and investing for the long term.,secretsofthemoneymasters,"['Level  5 , 10 Spring Street Sydney NSW 2000 Australia', 'https://secretsofthemoneymasters.com/fsg/']","['enquiries@nomorepractice.com.au', 'https://secretsofthemoneymasters.com/terms-and-conditions/']","['+61 2 9255 7500', 'https://secretsofthemoneymasters.com/master/andrew-clifford/']","['australian financial services', 'personal financial product advice', 'global investment markets', 'personal financial advice', 'financial advice', 'financial products', 'australia nikko asset management', 'financial strategy', 'financial education', 'general financial product advice']","[['Mikey Taylor ', 'CEO_channelzero'], 'from linkedin search google']","['Finance and insurance, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Asset maintenance software in australia or newzealand,Adobe: Creative_ marketing and document management ...,https://www.adobe.com/,Adobe is changing the world through digital experiences. We help our customers create  deliver and optimize content and applications.,adobe,"['SYDNEY2000New South WalesAustralia', 'https://opencorporates.com/companies/au/054247835']","['zhoux@sinoage.com', 'https://www.adobe.com/cn/lead/information/resellers-platinum.html']","['1800 019 215', 'https://www.adobe.com/sea/creativecloud/buy/students.html']","['adobe creative cloud', 'licence adobe creative cloud', 'applications adobe creative cloud', 'adobe creative cloud 华南（广东、福建、江西、海南、广西、贵州、云南', 'adobe creative cloud umfasst', '適用於社交媒體的 adobe creative cloud', '与购买单个的盒装软件相比，适用于团队的 adobe creative cloud', 'adobe creative cloud 為您提供全球最佳的創意應用程式和服務，讓您一有靈感就能盡情發揮創意', 'de creative cloud', '배포할 수 있습니다. creative cloud packager는 creative cloud']","[['Suzanne Steele', 'Managing_Director'], 'https://au.linkedin.com/in/suzannesteele']","['IT - Software, Manufacturing', 'from_classification_model']","['17 December 1991', 'https://opencorporates.com/companies/au/054247835']",None,None,"['Australia', 'https://opencorporates.com/companies/au/054247835']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/054247835']",0.0,0.25,0.75,0.0,0.25
Dental management software in australia or newzealand,Business Software & Solutions | MYOB Australia,https://www.myob.com/au,Business software that sets you up for success. Try our online accounting solutions for tax  payroll  super and invoicing. Your 30-day free trial is waiting._Business software that sets you up for success. Try our online accounting solutions for tax  payroll  super and invoicing. Your 30-day free trial is waiting._Business software that sets you up for success. Try our online accounting solutions for tax  payroll  super and invoicing. Your 30-day free trial is waiting.,myob,"['Level  3 , 235 Springvale Road, Glen Waverley VIC 3150', 'https://www.myob.com/au/legal-disclaimer']","['cap@myob.com', 'https://www.crunchbase.com/organization/myob']","['+61 8 6465 9899', 'https://www.myob.com/au/apps/products/easeesell']","['myob myob invoices', 'myob portal myob', 'myob myob invoices app', 'myob see myob advisor', 'myob myob practice federal budget', 'bigger business news myob', 'myob accountright software', 'myob accountright', 'myob payby myob banklink accounting practices', 'myob products']","[['Greg Ellis', 'CEO'], 'https://au.linkedin.com/in/gellis']","[['AccountingCRMHuman ResourcesSoftwareTraining'], 'https://www.crunchbase.com/organization/myob']","['1991', 'https://www.crunchbase.com/organization/myob']","['$273.03 million USD', 'https://www.dnb.com/business-directory/company-profiles.myob_australia_pty_ltd.8d9d7b9fbb3a9ba5.html']",None,"[' Glen Waverley, Victoria, Australia', 'https://www.crunchbase.com/organization/myob']",None,"['Public', 'https://www.crunchbase.com/organization/myob']",0.25,0.25,0.25,0.0,0.1875
